Lookup Artists::Season,Lookup Artists::Staff Team Full Name,Lookup Photographers::Season,Lookup Photographers::Staff Team Full Name,Citations::Citation Volume,Citations::Citation Pages,Citations::Comment,Citations::Full Conversion Text,Citations::Partial Conversion Text Author,Lookup Videographers::Season,Lookup Videographers::Staff Team Full Name,Category ID,Category Text,Contiguous Relationship,Contingious 1,Contingious 2,Count,Count of Features,COUNT OF Sheet Type = Feature & Season = 2014,cSheetGif,Description,Dictated By ID,Dictated Text,Drawing Artist Text,Drawing Reference Text,Drawings Artist ID,Drawings Reference Number,Entered By ID,Entered Date,Entered Text,Entrance,Feature ID,Feature ID Tot.,Feature Sheet Count,Feature Text,FilePath,gArtist,Gate,gPhotographer,gPRStaff,gVideographer,Insula,Last Modified By ID,Last Modified Date,Last Usage ID,Last Usage ID Count,Last Usage Text,Minority Report,Modified Text,Negative Feature,Photo BW Roll Frame,Photo Color Roll Frame,Photo Comments,Photo Digital Image Number,Photographer ID,Photographer Roll Frame,Photographer Text,Recorded By ID,Recorded Date,Recorded Text,Region,Room Number,Room Type ID,Room Type Text,Season,Season Count,Sheet ID,Sheet Type,Structure ID,Structure Text,Totals of Room Type,Video Analog Tape Number,Video Analog Time,Video Comments,Video Digital File Number,Videographer ID,Lookup Principle Researchers::Principle Reasearcher Full Name,Lookup Principle Researchers::Season,Lookup Recorded By::Staff Team Full Name,Lookup Recorded By::Season
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,"Thisr oom is to the northwest of room 11. The door opens to the atrium (2). Space 8, the tablinium lies to the southwest.",,,4152,4152,,3891.gif,"This is a medium size dining room, almost square. One enters via a doorway through the western corner of the northwest wall where there is a stone threshold flanked by two pieces of white marble. Door post cuttings can be seen on all piece of the threshold. The room is in poor condition. The floor can be seen in some areas and is cocciopesto with lines of white tesserae. Plaster is preserved on all four walls, however very little painting remains. No ceiling remains. While one would have a view through the door to the atrium, there are no other doors or views.",52,,,,481,3891,504,07/11/2013,,4,,3277,3277,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,13,481,,,504,07/09/2013,,9,7,34,,2013,4148,3891,Space,1933,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Room 2 (atrium) to the west.,,,4152,4152,,3892.gif,"We enter room 5 from the atrium which is to the southwest through an open space with a large modern lintel. There are 3 walls ( northwest, northeast, southeast). Each have remnants of plaster and some sort of border which is indiscernible today. High on the southeast wall is a window type opening to room 6. The floor is obscured with lapili and there is no ceiling extant. There appears to be a possible niche along the southeast wall. ",51,,,,481,3892,503,07/11/2013,,2,,3278,3278,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,12,481,,,503,07/09/2013,,9,5,34,,2013,4148,3892,Space,1702,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,This niche is the entire length of the northeast wall of this room.,,,4152,4152,,3893.gif,This feature is a couch niche which extends the full length of the northeast wall of the dining room. It is approximately the same height as the dado. It is three black panels. The wall above is somewhat irregular in its present condition. The niche is about 6 inches ( 15 cm) deep.,52,,,,481,3893,504,07/11/2013,,4,70,3279,3279,,,Yes,,Yes,0,Yes,5,,10/09/2013,4,4102,,,,,,,,16,481,,,504,07/09/2013,,9,11,34,,2013,4148,3893,Feature,1933,,58,,,"Carol KetrickEmily Valin",,,Lisa Kahn,2013,Sarah Woodhouse,"2013"
,,,,,,,,,,,,,,,,4152,4152,,,,,,,,,,,07/11/2013,,,,3279,3279,,,Yes,,Yes,0,Yes,,,10/09/2013,,4102,,,,,,,,,,,,,,,,,,,,4148,,,,,58,,,,,,,,,
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Directly across from another cooking platform 6367 in the room.  To the northwest of latrine 6368.,,,4152,4152,,6366.gif,Feature 6366 is a large cooking platform attached to north wall.  it is rectangular in shape with an arched recessed area underneath.  Tile remains on top surface of cooking platform.,47,,,,481,6366,482,07/07/2013,,3,88,3280,3280,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10415,10415,,14,481,,,482,07/02/2013,,6,43,40,,2013,4148,6366,Feature,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Opposite cooking platform 6366.  It is on the south wall to the west of latrine 6368.,,,4152,4152,,6367.gif,feature 6367 is a very large cooking platform with the remaining of flat top surface.  Facing platform to the left is a raised edge.  The remainder of a raised rim.  Below platform is a large arched recessed area.,47,,,,481,6367,482,07/08/2013,,3,88,3281,3281,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10416,10416,,13,481,,,482,07/02/2013,,6,43,40,,2013,4148,6367,Feature,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,On the east wall at opposite end of the doorway that goes to the street.  East of cooking platform 6367 and southeast of cooking platform 6366.,,,4152,4152,,6368.gif,Latrine 6368 is on south wall in the eastern corner.  Latrine appears to be in close relationship to cooking platform and what may be an arched recess to a sewer (?),47,,,,481,6368,482,07/08/2013,,3,39,3282,3282,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10417,10417,,12,481,,,482,07/02/2013,,6,43,40,,2013,4148,6368,Feature,,,58,,,,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,"This room opens completely west to a portico facing a planted area, small garden, with a planting wall surrounding it #34.",,,4152,4152,,6369.gif,"Dining room.  The west side is completely open to planted peristyle 34.  No ceiling.  Floor is damaged, with traces of conglomerate floor with pattern of white tesserae.  North wall is badly damaged with traces of plaster with red and yellow paint.  The east wall, rear wall, is badly damaged, with fragments of plaster.  The south wall has no plaster remaining, is badly damaged.  On the floor facing the dining room on the far right is the possible opening of round shaped stone on the floor with circular opening nearby, evidence of underground cavity.",47,,,,481,38-6369,482,07/08/2013,,3,,3283,3283,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10414,10414,,15,481,,,482,07/02/2013,,6,38,34,,2013,4148,6369,Space,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Direct view onto atrium 25.,,,4152,4152,,6370.gif,"Room entered from atrium 25.  Room is on northeast side of  atrium looking toward atrium to the southwest.  Entrance is impressive two step marble threshold with evidence of door jambs on each step.  No evidence of ceiling or room.  Floor is rubble and dirt.  North wall of room is badly damaged.  Traces of plaster with a yellow white pigment with molding and a recessed area running half of the also with traces of plater and painting with possible platform.  Facing the wall to the right is evidence of deeper recess, maybe a cupboard niche with traces of plaster and paint.  See feature 6371.  Rear wall on the east side is badly damaged.  Wall on south side is badly damaged with traces of plaster with wall paint of red and yellow, possibly three registers.  Wall to the west, the right side of doorway entrance is badly damaged.",47,,,,481,31-6370,482,07/08/2013,,3,,3284,3284,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10420,10420,,9,481,,,482,07/02/2013,,6,31,34,,2013,4148,6370,,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,In northeast corner of room in north wall.,,,4152,4152,,6371.gif,On the far northeast corner of the room.  A recessed area cupboard niche with evidence of a shelf.  Damaged but with plaster and traces of yellow and red paint.,47,,,,481,31-6371,482,07/08/2013,,3,76,3285,3285,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10419,10419,,10,481,,,482,07/02/2013,,6,31,34,,2013,4148,6371,Feature,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,E is to the west and B is to the south.,,,4152,4152,,6372.gif,"A rectangular room  with an east west axis, arched ceiling.  The floor  is obscured throughout by earth and debris.  The doorway in the west wall has a modern lintel.  the doorway at the west end of the south wall has a has a modern lintel.  The thresholds of both doors are obscured .  Situated on the west wall is an opening, a collapse at the top of the roof?  High in the east wall at the junction with the ceiling is an opening to the street level.  This area is weak and close to collapse.  In the center of the east wall there is a low plastered partition wall extending into the center of the room.  Cooking platform 6373 is in the northwest corner.  Lararium 6376 is in the northeast corner.  There are remnants of plaster on the south wall with no visible decorations.  Any sign of a latrine is obscured by debris. ",49,,,,481,6372,481,07/08/2013,,3,,3286,3286,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10410,10410,,1,481,,,481,07/02/2013,,6,0,40,,2013,4148,6372,Space,,,58,,,Terry Bruno,,,Ben Lowe,2013,Linda Baxter,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Lararium 6374 is to  the northeast.,,,4152,4152,,6373.gif,"A long rectangular cooking platform, masonry, with no visible storage, extends along the north wall from the west wall.  The western half of the top is obscured by earth and debris.  The eastern half has collapsed, revealing fragments of a plastered or tile lip and surface.  The eastern face is plastered, with no visible decoration.",49,,,,481,,481,07/08/2013,,3,88,3287,3287,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,1049,1049,,2,481,,,481,07/02/2013,,6,0,40,,2013,4148,6373,Feature,,,58,,,Terry Bruno,,,Ben Lowe,2013,Linda Baxter,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Platform 6373 to the west.,,,4152,4152,,6374.gif,"Square masonry altar with a plastered face.  There is a plastered lip surface above, abutting the north wall of the room  Above the altar on the wall is a poorly preserved lararium painting on a white background.  From the west there is a partially preserved painting of a lare with cornucopia and with a yellow tunic.  Legs of a smaller figure, a camillus; the arm, head and shoulders of a figure in a toga performing a sacrifice on an altar with indeterminate painted figures.  The face and arms of a lare facing the scene, with a cornucopia forming a pair with the lare to the west.  Above the scene are green garlands hanging above. ",49,,,,481,6374,481,07/08/2013,,3,189,3288,3288,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,1048,1048,,3,481,,,481,07/02/2013,,6,0,40,,2013,4148,6374,Feature,,,58,,,Terry Bruno,,,Ben Lowe,2013,Linda Baxter,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Contiguous entrance to storeroom H is on the west wall to the side.,,,4152,4152,,6375.gif,"Floor is rubble and dirt.  Vaulted ceiling.  All walls are damaged, reconstructed, with traces of white plaster.  Entrance is on the south.",47,,,,481,J 6375,482,07/08/2013,,3,,3289,3289,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10411,10411,,18,481,,,482,07/02/2013,,6,0,47,,2013,4148,6375,,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Entrance from store room G on south.,,,4152,4152,,6376.gif,"Enter from corridor with entrance on east wall.  Enter from store room G on south wall.  Floor is rubble and dirt.  Vaulted ceiling.  All walls, north, south, east and west are damaged, with traces of white plaster.  Considerable debris present at south wall entrance.",47,,,,481,H 6376,482,07/08/2013,,3,,3290,3290,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,10412,10412,,17,481,,,482,07/02/2013,,6,0,47,,2013,4148,6376,,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,,,,4152,4152,,6377.gif,"Entered from underground corridor.   Entrance is on the east wall.  A second door leads to another subterranean storage area (H) with a door on the  north wall.  This is a subterranean storage area with a pounded dirt floor, arched ceiling.  The wall to the east is damaged badly, maybe some plaster.  There is a large rectangular hole in the wall near the door and near corner with south wall.  South wall is badly damaged, with a small rectangular opening at top center of vaulted ceiling and a round small hole at west side.  Also a small opening exists in the ceiling.  West wall is badly damaged.  Trace of plaster.  North wall has door into room H.  Badly damaged, reconstructed, with a small rectangular hole at top.",47,,,,481,G-6377,482,07/08/2013,,3,,3291,3291,,,Yes,,Yes,0,Yes,9,,10/10/2013,3,4102,,,,,0,10413,,16,481,,,482,07/02/2013,,6,0,,,2013,4148,6377,Space,,,58,,,Terry Bruno,,,Frances Bernstein,2013,Pat Lea,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,Hallway (7) to the west,,,4152,4152,,3852.gif,"We enter this kitchen from Hallway 7. There is no discernible threshold and a very low entrance. There is a northwest/southeast axis for a long rectangular space. On the northeast wall we see a low cooking platform (3853). On the northwest wall we see a low lararium, deep niche with some orange paint remaining. On the northeast wall above the platform we see three large square post holes and a partly filled in lararium. No post holes are visible on the opposite wall. Further on the northeast wall to the southeast we see two large round post holes (?). On the center of the northeast wall you see a large patch of red painted plaster and the remains of a partition wall placed in front of the plaster. The southeast wall shows red plaster. The west wall has remains of a stair and the landing above. It was plastered but no color remains.",50,,,,481,"3852, 3853, 3855",502,07/08/2013,,9,211,3292,3292,,,Yes,,Yes,0,Yes,5,,10/10/2013,3,4102,,,,,,,,3,481,,,502,07/08/2013,,9,3852,40,,2013,4148,3852,Space,1709,,58,,,"Carol KetrickEmily Valin",,,Betty Jo Mayeske,2013,Robert Warhus,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,lararium (3855) to northwest,,,4152,4152,,3853.gif,The cooking platform (3853) is a low rectangular one. The top was leveled. No front lip is present. On the northeast corner there is a large stone abutting the edge as build in protection. Above the rectangular platform are three large post holes ( perhaps for a protective awning ). Above the northeast corner is a partly filled lararium which may be used as a lamp niche. There are two storage areas under the platform. The north corner is square and the northeast storage is oval. On the northwest wall is another feature - a deep lararium niche.,50,,,,481,"3853, 3855, shown on 3852",502,07/09/2013,,9,88,3293,3293,,,Yes,,Yes,0,Yes,5,,10/10/2013,3,4102,,,,,,,,2,481,,,502,07/08/2013,,9,8,40,,2013,4148,3853,Feature,1709,,58,,,"Carol KetrickEmily Valin",,,Betty Jo Mayeske,2013,Robert Warhus,2013
2013,Linda Baxter,2013,Linda Baxter,,,,,,,,1,,"Corridor 7 to the northwestDining room 9 to northeast",,,4152,4152,,3854.gif,"From the northwest we enter this large dining room over a lava stone threshold. The room is somewhat irregular in shape due to the fact that the doorway entrance on the north extends into the room approximately three and a half feet (105 cms) and is formed from a brick column face with painted plaster. The corresponding door jam is a brick column which abuts the southwest wall between corridor 7 and only protrudes into the room approximately 6 inches ( 15 cms). It is faced with painted plaster. The axis of the room, which is mostly rectangular, is northeast/southwest. The large doorway divides the vista onto the peristyle garden to the northwest. Alternating red and yellow panels are divided by architectural white and stenciled outlines transcoursing all three registers with the bottom and top being a continuous white panel. Evidence of a water plant exists on the south portion of the northwest wall indicating 4th style. High in the center of the southeast wall is a circular window which is plastered. Above the window is an intricate molding of plants and shells. A remnant is seen on the southwest wall. Four open joist holes appear high on the southwest wall above the molding area. There is a 5th but covered joist hole. The walls are preserved beyond a first story height with the northeast wall being the exception. The floor is obscured with vegetation and lapilli. There is no ceiling extant.",51,,,,481,3854,503,07/09/2013,,9,,3294,3294,,,Yes,,Yes,0,Yes,5,,10/10/2013,3,4102,,,,,,,,4,481,,,503,07/08/2013,,9,33,34,,2013,4148,3854,Space,1709,,58,,,"Carol KetrickEmily Valin",,,Adina Stone,2013,Jodi Townshend,2013
